index,episode,score,p_max_avg,actor_loss,critic_loss
0,84,1.0863095238095237,0.425488225891,0.0109525139923,0.00122504355075
1,161,1.3070999999999993,0.438423294448,0.00904509927976,0.00127377917375
2,227,1.516599999999996,0.4342876629,0.00865350567741,0.00135879395871
3,297,1.4444999999999968,0.430631227829,-0.0366575263804,0.00143511281143
4,362,1.605699999999996,0.423127260367,0.001503716565,0.00146616977769
5,434,1.4388999999999958,0.432197367164,-0.0331219183171,0.00146362791712
6,508,1.3668999999999973,0.430048913783,-0.0244385470423,0.00134944137033
7,595,1.338899999999998,0.440777803066,-0.0313174530348,0.00127136485232
8,672,1.3762999999999956,0.452998249425,-0.0139488592118,0.00123629660248
9,744,1.4075999999999957,0.452165678786,-0.0246917850779,0.00134986780391
10,806,1.6026999999999942,0.446579598702,0.0156957403272,0.00143646450535
11,876,1.6426999999999952,0.449340326111,0.00598802133263,0.00146076626638
12,963,1.3728999999999953,0.464932504109,-0.0555391940312,0.00154982168949
13,1037,1.4035999999999966,0.482677626795,-0.0125048943692,0.00132210826916
14,1115,1.302499999999998,0.478091721777,-0.0214704073851,0.00127719086885
15,1185,1.421999999999996,0.476713574141,0.000331181020926,0.0014244497934
16,1254,1.508099999999996,0.478075645477,0.00136039499667,0.00145281464789
17,1339,1.471599999999996,0.470676869565,0.00211223668158,0.00144785817867
18,1409,1.4314999999999969,0.461781238384,-0.00582049517326,0.00132251998328
19,1483,1.4053999999999973,0.467504806975,-0.0248108925859,0.00142414145794
20,1555,1.4301999999999973,0.469867733792,-0.00722160889199,0.0013814487972
21,1625,1.4363999999999968,0.486948464133,-0.0197555525803,0.00160583552288
22,1693,1.713799999999993,0.47682218414,-0.0138452848239,0.00167540661703
23,1753,1.433699999999996,0.468291720416,-0.0791732909555,0.00168673674398
24,1820,1.6396999999999935,0.465543817098,-0.0227783452765,0.00163640683449
25,1893,1.570599999999995,0.462835412501,-0.0514794129779,0.00175611899336
26,1959,1.5878999999999939,0.479474149639,-0.0176430516588,0.00154472990045
27,2026,1.5910999999999946,0.491639956191,-4.28611406044e-06,0.00144902552384
28,2099,1.5184999999999953,0.490871505218,-0.00864018049923,0.00139280986149
29,2166,1.4980999999999967,0.486178226706,-0.00524793201147,0.0013561666802
30,2236,1.5963999999999947,0.502345923333,-0.0122687473651,0.00146974763358
