index,score,p_max_avg
668,0.9906,0.378796414
669,1.1467,0.395148335
670,1.3225,0.379432272
671,1.1547,0.365056399
672,1.0946,0.364918089
673,1.1434,0.3787991
674,1.2551,0.3837732
675,1.1859,0.374827035
676,1.2532,0.379174413
677,1.3226,0.380632382
678,1.343,0.380544256
679,1.3217,0.371103704
680,1.2626,0.37254612
681,1.1125,0.375380413
682,1.3409,0.380023683
683,1.1209,0.367562438
684,1.202,0.375960276
685,1.2598,0.390150766
686,1.302,0.403652777
687,1.2092,0.399930411
688,1.126,0.395908332
689,1.2839,0.422964174
690,1.2625,0.418224234
691,1.0811,0.404885382
692,1.2187,0.406954761
693,1.2641,0.39316255
694,1.2365,0.41355463
695,0.9924,0.409237052
696,0.999,0.401500439
697,1.103,0.384144831
698,1.1558,0.371681718
699,1.2246,0.373431228
700,1.0329,0.375164586
701,1.1756,0.373758063
702,1.1813,0.375422985
703,1.1811,0.389622452
704,1.3009,0.396659084
705,1.1303,0.385882275
706,1.1944,0.380529891
707,0.9446,0.360882554
708,1.2325,0.376542814
709,1.0767,0.360145547
710,1.0855,0.353687605
711,1.1876,0.356458822
712,1.2466,0.357447385
713,1.0409,0.357209373
714,1.2033,0.371601247
715,1.1358,0.39033842
716,1.1288,0.383726158
717,1.1741,0.370832878
718,1.1042,0.364844167
719,1.1198,0.361242515
720,1.2121,0.367101784
721,1.0179,0.355922926
722,1.0568,0.359240975
723,1.1342,0.358521472
724,1.0988,0.356843286
725,1.0782,0.358332437
726,1.2617,0.363796789
727,1.0671,0.370793211
728,1.1171,0.373253308
729,1.0659,0.379478531
730,1.1913,0.37907398
731,1.0811,0.380769601
732,1.1544,0.388106512
733,1.1183,0.381106723
734,1.257,0.387045587
735,1.0762,0.369327861
736,1.1634,0.367155863
737,1.3145,0.367229218
738,1.1154,0.365229901
739,1.0306,0.366432791
740,1.0041,0.381066184
741,1.3164,0.386914339
742,1.0691,0.38433284
743,1.212,0.395158795
744,1.1324,0.412528528
745,1.2492,0.425518227
746,1.2262,0.418384987
747,1.2137,0.388725105
748,1.1119,0.381101963
749,1.1548,0.403614614
750,1.2836,0.404293217
751,1.1151,0.405881799
752,1.2794,0.415825189
753,1.2204,0.399479965
754,1.4294,0.396297704
755,1.3773,0.398646545
756,1.3241,0.395265342
757,1.2952,0.397968238
758,1.2555,0.396198547
759,1.1466,0.378457205
760,1.0596,0.370984199
761,1.0176,0.385068749
762,1.2212,0.395480974
763,1.1297,0.388989466
764,1.3093,0.383244717
765,1.2795,0.385474628
766,1.3273,0.382367945
767,1.1933,0.377001912
768,1.2039,0.387774493
769,1.2349,0.40311275
770,1.2856,0.41249404
771,1.1,0.408770522
772,1.0319,0.405984095
773,1.184,0.405479431
774,1.2452,0.400322985
775,1.2023,0.404227806
776,1.0729,0.408115662
777,1.0215,0.400003532
778,1.1771,0.392337081
779,1.2292,0.398671122
780,1.0673,0.423615121
781,1.2217,0.412493883
782,1.1966,0.42105926
783,1.3417,0.439635927
784,1.2657,0.455881589
785,1.1494,0.457572686
786,1.2001,0.451383928
787,1.1878,0.448191294
788,1.0221,0.442104365
789,1.2073,0.43102256
790,1.1375,0.417867812
791,1.2903,0.416964452
792,1.0018,0.427717424
793,1.1447,0.436794058
794,1.1622,0.437369444
795,1.1236,0.426526107
796,1.2174,0.425695696
797,1.0175,0.412954235
798,1.2705,0.431576153
799,1.3443,0.452364314
800,1.3384,0.44036756
801,1.289,0.432579551
802,1.2847,0.424971008
803,1.0972,0.408852549
804,1.1853,0.422509417
805,1.0514,0.4111825
806,1.1474,0.409486603
807,1.0908,0.416536812
808,1.2595,0.415775339
809,1.2308,0.410114535
810,1.1148,0.412778181
811,1.0862,0.405106245
812,1.2591,0.412042262
813,1.3043,0.419140701
814,1.1093,0.418056088
815,1.1651,0.400180097
816,1.1773,0.390363072
817,1.0424,0.379183636
818,1.0795,0.386730812
819,1.1391,0.397922354
820,1.1223,0.413370819
821,1.3318,0.420165193
822,1.3091,0.413142595
823,1.1065,0.389073533
824,1.091,0.387783202
825,1.132,0.377551929
826,1.1804,0.372281243
827,1.0702,0.365232171
828,1.1423,0.367891679
829,1.0902,0.372587576
830,1.1441,0.381092216
831,1.3153,0.388810504
832,1.2045,0.386922194
833,1.1892,0.398502759
834,1.1328,0.397741178
835,1.2072,0.384153526
836,1.1547,0.386603138
837,1.2148,0.388617566
838,1.0588,0.385111875
839,1.2343,0.379789589
840,1.2664,0.380350818
841,1.0911,0.379308539
842,1.1776,0.395014892
843,1.16,0.403156437
844,1.0742,0.397497155
845,1.1542,0.392869047
846,1.1615,0.393522228
847,1.0908,0.399727372
848,1.2047,0.393632215
849,1.3223,0.383451694
850,1.1718,0.388235494
851,1.2214,0.401929502
852,1.1482,0.405285796
853,0.9901,0.395213625
854,1.3204,0.428909874
855,1.0442,0.434171181
856,1.3102,0.442195298
857,1.4577,0.45234654
858,1.262,0.428693303
859,1.1547,0.411664968
860,1.2192,0.397189106
861,1.182,0.397009121
862,1.1263,0.390960401
863,1.1897,0.396976605
864,1.2068,0.398587578
865,1.1279,0.424980727
866,1.2366,0.447381984
867,1.1935,0.458381793
868,1.0953,0.448783901
869,1.237,0.464911895
870,1.3035,0.460903532
871,1.1341,0.474063583
872,1.1321,0.479619226
873,1.2837,0.469210204
874,1.3444,0.44396909
875,1.1178,0.449429229
876,1.2643,0.458519059
877,1.3069,0.446176598
878,1.4128,0.44141994
879,1.2622,0.414792981
880,1.1185,0.399770504
881,1.2321,0.383402501
882,1.3249,0.388375099
883,1.157,0.370228853
884,1.1717,0.36347298
885,1.0768,0.365951516
886,1.1579,0.359871854
887,1.1873,0.368323416
888,1.23,0.372096541
889,1.1151,0.375743334
890,1.2031,0.404094032
891,1.1963,0.415654064
892,1.2544,0.4292282
893,1.221,0.434334856
894,1.1497,0.408882631
895,1.2215,0.402361449
896,1.2045,0.398974116
897,1.1542,0.399511052
898,1.1996,0.414034707
899,1.049,0.405571177
900,1.1182,0.392457989
901,1.1961,0.39890408
902,1.2945,0.412253367
903,1.1744,0.412335655
904,1.1466,0.410551103
905,1.2132,0.453274913
906,1.3262,0.464196395
907,1.2149,0.477067998
908,1.3824,0.468214546
909,1.0885,0.456251411
910,1.1909,0.473579219
911,1.2107,0.469561643
912,1.3005,0.461718857
913,1.2169,0.459253141
914,1.1942,0.477497192
915,1.2891,0.501513807
916,1.2109,0.506870222
917,1.1305,0.48732373
918,1.1257,0.485395359
919,1.3688,0.494305134
920,1.2987,0.514492111
921,1.3233,0.521468705
922,1.2655,0.495978311
923,1.2964,0.477763135
924,1.3433,0.47710833
925,1.4205,0.446831511
926,1.377,0.448606372
927,1.2354,0.474335431
928,1.2683,0.468018245
929,1.1386,0.442673678
930,1.1394,0.424618817
931,1.0917,0.425357402
932,1.2072,0.428340363
933,1.2359,0.427591302
934,1.3511,0.423334386
935,1.311,0.429638341
936,1.3688,0.421107918
937,1.2548,0.412797387
938,1.1075,0.428484104
939,1.1814,0.421948497
940,1.145,0.411532716
941,1.2822,0.403613284
942,1.2238,0.403423925
943,1.1095,0.382373324
944,1.1798,0.389939555
945,0.9583,0.379692169
946,1.2028,0.405856694
947,1.2713,0.410661761
948,1.1865,0.401567418
949,1.3175,0.409730377
950,1.2312,0.396307946
951,1.2295,0.394029369
952,1.2002,0.388887338
953,1.0846,0.391106584
954,1.2918,0.393285776
955,1.225,0.406243399
956,1.0998,0.41052351
957,1.1575,0.423561456
958,1.1956,0.416462923
959,1.3868,0.422211515
960,1.0975,0.393365018
961,1.363,0.394327922
962,1.287,0.400763166
963,1.252,0.410885182
964,1.2162,0.420685234
965,1.2484,0.420883303
966,1.2428,0.422257483
967,1.4122,0.413022379
968,1.4408,0.409441342
969,1.3835,0.405794868
970,1.3241,0.400562036
971,1.0892,0.384427601
972,1.1361,0.393138386
973,1.2399,0.400426336
974,1.2196,0.406037606
975,1.204,0.428022511
976,1.307,0.443016854
977,1.1426,0.448104969
978,1.0977,0.435754549
979,1.1224,0.475746023
980,1.1392,0.441691091
981,1.1073,0.415099893
982,1.2216,0.394188159
983,1.1162,0.393846282
984,1.2815,0.404716601
985,1.1774,0.41402522
986,1.2189,0.402751009
987,1.1358,0.41244001
988,1.1433,0.416184605
989,1.0959,0.424344162
990,1.0779,0.415055146
991,1.1434,0.410870032
992,1.2316,0.41126045
993,1.3611,0.417575408
994,1.2835,0.423052434
995,1.0987,0.407245937
996,1.1568,0.399790474
997,1.081,0.407352567
998,1.1795,0.410999122
999,1.1402,0.426968796
1000,1.2879,0.428215117
1001,1.1049,0.424126421
1002,1.204,0.416813203
1003,1.3401,0.415078929
1004,1.1812,0.415112173
1005,1.1126,0.418028014
1006,1.2192,0.42954908
1007,1.2881,0.457556061
1008,1.3265,0.466399596
1009,1.3387,0.466805103
1010,1.4007,0.465375896
1011,1.0564,0.464738998
1012,1.1684,0.466771217
1013,1.3215,0.437774703
1014,1.2259,0.417206742
1015,1.2346,0.389935587
1016,1.1894,0.376238181
1017,1.1866,0.392400194
1018,1.251,0.397308317
1019,1.2727,0.39467499
1020,1.3423,0.389075006
1021,1.2162,0.381157076
1022,1.2845,0.388887759
1023,1.1154,0.382439464
1024,1.2762,0.392967768
1025,1.2532,0.388406796
1026,1.211,0.392279624
1027,1.252,0.403502142
1028,1.2084,0.405817037
1029,1.3413,0.402861282
1030,1.2468,0.413197847
1031,1.2432,0.451254497
1032,1.1995,0.445436072
1033,1.3357,0.439865094
1034,1.1642,0.444847019
1035,1.1173,0.441484214
1036,1.2484,0.431583223
1037,1.2391,0.402801212
1038,1.1689,0.400963741
1039,1.0569,0.409065595
1040,1.2445,0.393772271
1041,1.2349,0.397152752
1042,1.2204,0.412433089
1043,1.0817,0.402663519
1044,1.2282,0.39726003
1045,1.2114,0.407669951
1046,1.1253,0.404768068
1047,1.2146,0.409446209
1048,1.0808,0.408705219
1049,1.304,0.408072889
1050,1.3463,0.409141776
1051,1.3925,0.409004276
1052,1.3157,0.419035972
1053,1.2617,0.405334033
1054,1.2704,0.393025144
1055,1.3081,0.39169486
1056,1.0701,0.37310743
1057,1.1908,0.361802128
1058,1.2976,0.365282337
1059,1.1985,0.369001174
1060,1.2075,0.375725221
1061,1.0264,0.39271257
1062,1.279,0.411893104
1063,1.2809,0.416978353
1064,1.2097,0.395603445
1065,1.1243,0.376230915
1066,1.2726,0.371187821
1067,1.2541,0.388333063
1068,1.1878,0.402121144
1069,1.155,0.39956435
1070,1.2395,0.395120584
1071,1.151,0.396283415
1072,1.2354,0.406200706
1073,1.3384,0.419014166
1074,1.3373,0.434583971
1075,1.0429,0.434549512
1076,1.3394,0.461580884
1077,1.2577,0.454989951
