index,episode,score,p_max_avg,actor_loss,critic_loss
0,321,0.2887000000000002,0.6013826607929613,-0.07259576450049474,0.0006259597273482354
1,569,0.35710000000000014,0.5307228316344511,0.0053090650430945305,0.00031514683450158896
2,769,0.4038000000000002,0.4710006348252291,0.009939278493800866,0.0003719336252585037
3,937,0.4819000000000003,0.40119478574786915,0.025948906873281642,0.0005248675103103418
4,1102,0.5423000000000001,0.3943607593884891,0.031179763317350447,0.0005669127381373939
5,1230,0.6261000000000003,0.3598896490402616,0.02716977690592581,0.0007559957659602401
6,1365,0.6140000000000002,0.3503923989086028,0.01970062059825512,0.0006894830372545038
7,1497,0.6384000000000005,0.3459830236986884,0.0136667879599287,0.0006428664088375048
8,1620,0.6667000000000004,0.4122387408980168,0.017731257848718485,0.0008215342748975871
9,1761,0.5978000000000006,0.4271047797852757,0.012610071251031751,0.0007193381778861536
10,1893,0.6361,0.4600920906355813,-0.005578375766725762,0.0006585657546581447
11,2031,0.6215000000000003,0.4441871082292392,0.02433255400951582,0.0007604323475831078
12,2169,0.6127000000000004,0.4307364288292333,0.026591269346107064,0.0006436046949987151
13,2300,0.6732000000000004,0.4667155703425663,0.036477136765747084,0.0007305930438092688
14,2425,0.6621000000000005,0.5131349239771389,0.01883173310743859,0.0006867364995701607
15,2554,0.6688000000000003,0.5410792874109217,0.015421743899782563,0.000840269218045737
16,2691,0.5922000000000002,0.5337554081994916,0.013075278972226316,0.0007105505360915014
17,2826,0.6776000000000003,0.5648856714290079,0.021917063721468236,0.0006808370665789291
18,2958,0.6730000000000002,0.5954142587177427,0.02261670911098301,0.0008131664850792897
19,3083,0.6644000000000005,0.6417866200486414,0.016603225793263326,0.000708969303461288
20,3206,0.6223000000000004,0.6890312508322001,0.016178581154666912,0.0007144864644628833
21,3335,0.6068000000000005,0.6179217535031036,-0.0007217307605023609,0.0006138130173229704
22,3461,0.6753000000000001,0.6275423444185764,0.01615443661079941,0.0007911071653792813
23,3585,0.6372000000000003,0.6086354047502175,0.027458602368385692,0.0008061010139134581
24,3715,0.6404000000000002,0.5902867041837389,0.020940790651729393,0.0007177761129092527
25,3838,0.6774000000000006,0.619368142624157,0.009541265952739464,0.0007559463267602833
26,3961,0.6766000000000004,0.6446490057491981,0.00421381041875364,0.0007739464966630838
27,4088,0.6793000000000007,0.591136533751611,0.021663314234336505,0.0007249353418682694
28,4223,0.6719000000000003,0.5719896126878792,0.01856212170261536,0.0007388052974586283
29,4352,0.6948000000000001,0.5682924275731116,0.0138906041653978,0.0007530767573192908
30,4475,0.6764000000000001,0.5742982844341482,0.011551510043680118,0.000805431946705501
31,4601,0.6948000000000002,0.5907512243960293,0.02599269871846838,0.0009200534488075882
32,4733,0.6382000000000003,0.6021350451594791,-0.005818087353135226,0.0008765522304394578
33,4846,0.7217000000000006,0.5974971928194125,0.024615322689809403,0.0007656732129969028
34,4978,0.6202000000000004,0.5779143241745266,0.005277109324467773,0.0006777973459919027
35,5104,0.6574000000000004,0.5894816896322181,0.013385916399693585,0.000771415984015954
36,5232,0.6929000000000007,0.5470651949487382,0.01971980347550443,0.0008440690768332415
37,5374,0.6295000000000003,0.5749440108435815,-0.0016575801274097614,0.000736790784009793
38,5501,0.6639000000000004,0.6213946564930566,0.016509072160948615,0.0007616403761265291
39,5633,0.6359000000000004,0.6491796202465782,-0.0035633949622519002,0.0006821554589315211
40,5768,0.6606000000000004,0.6806120181709875,0.01700804551229317,0.0007646634359797437
41,5902,0.6356000000000005,0.5443606278136377,-0.005913237836491958,0.0007351934446994962
42,6040,0.5847000000000001,0.45756168483553034,0.005689129705637568,0.0007340198887173802
43,6173,0.6238000000000002,0.45920101044430306,0.02384645365407087,0.0006804309388137495
44,6289,0.6804000000000009,0.5026130268427721,0.018849079103382987,0.0008131014195548547
45,6440,0.5630000000000002,0.5239977366807205,0.003021729243163003,0.0006164893239145981
46,6576,0.6073000000000005,0.5188093116414072,0.016665010572699483,0.0007469436777980692
47,6709,0.6203000000000003,0.5066234247272535,0.028626331289495675,0.0007558170389105227
48,6855,0.6189000000000004,0.5164926729988015,0.01789292597178853,0.0006752935946722047
49,6989,0.6537000000000003,0.4716372718864871,0.005657084011189806,0.0007785535956696879
50,7117,0.6438000000000004,0.4520841390430992,0.023400130381945064,0.0007036367033024422
51,7250,0.6334000000000007,0.41150188229996365,0.01791287264244317,0.0007213501786000867
52,7396,0.5956000000000005,0.3670507222719741,0.015031333991861223,0.0006316188766773575
53,7543,0.5453000000000003,0.3828928399066813,0.009002768136208624,0.000626575754330133
54,7683,0.6203000000000005,0.4162675176039518,0.023161815295607225,0.0007241149378469033
55,7824,0.5987000000000003,0.4754184108983673,0.012220511243208903,0.0007655221392608723
56,7960,0.6343000000000002,0.5018244214546219,0.007262078478702195,0.0007288445293677431
57,8087,0.6340000000000002,0.5049538911374306,0.016122496210649467,0.0007371769901442468
58,8225,0.6700000000000004,0.48056393272027476,0.01341169740008169,0.0008623177929071885
59,8355,0.6149000000000006,0.4720400372503174,0.005565831690717282,0.0007366524584357702
60,8481,0.6429000000000002,0.46790618631977865,0.00793928707004589,0.0007232055220683159
61,8622,0.6070000000000005,0.4775853447341723,-0.0008124995747627298,0.0006336449214056817
62,8765,0.6411000000000002,0.4699530569754473,0.01861080801844267,0.0007431968758343667
63,8903,0.5766000000000004,0.4997058937369409,0.013543831348972381,0.0006208050538906244
64,9046,0.5632000000000003,0.5306504932906605,0.006474388259634911,0.0005939131180767992
65,9184,0.6854000000000007,0.5018257165965712,0.009372154412085101,0.0007926660838414577
66,9305,0.7044000000000006,0.5107621930976806,0.0028242492023561726,0.0008587090551326497
67,9438,0.6465000000000003,0.5140580616383869,0.011506632296255575,0.0006613957292356897
68,9560,0.6837000000000004,0.489477802662226,0.033491981610805244,0.0007554330955348403
69,9692,0.6263000000000003,0.4904255869397487,0.022248287052542295,0.0007458486378241516
70,9826,0.6445000000000003,0.539747027403939,0.004631017552882115,0.0006937491068848862
71,9955,0.6504000000000006,0.5171377829416791,0.03283950129005524,0.0007477880527368647
72,10078,0.6526000000000002,0.538864458436007,0.028568064767378786,0.0007090643047734995
73,10204,0.6488000000000005,0.5690582391865577,0.003257472053827286,0.0007033363165512671
74,10320,0.7017000000000004,0.5881422900587353,0.0261279594477806,0.000812625654417808
75,10458,0.6716000000000004,0.5928144632567421,0.002623223041641626,0.0007487267787235175
76,10592,0.6271000000000005,0.6090507318973644,-0.003049917452308501,0.000639335451610812
77,10714,0.6692000000000005,0.6103019916558788,0.016493787435810304,0.0007364792753516394
78,10849,0.6558000000000004,0.6232268581798533,0.022633443470294282,0.0008077416396650682
79,10974,0.6341000000000004,0.6500435475468838,0.0016957344795296466,0.0007302223630950942
80,11099,0.6701000000000005,0.6454071059445724,0.030118267371860054,0.0007149757189451061
81,11229,0.6629,0.6229599433792665,0.012476993563387209,0.0008011742716581916
82,11357,0.6818000000000004,0.597935230767308,-0.002799613792719373,0.0008087643457565731
83,11485,0.6744000000000008,0.5908192137232262,-0.0004985110457419284,0.0006867736344084195
84,11631,0.6025000000000001,0.5443901116545478,0.0005298006846254217,0.0006832169189143405
85,11768,0.6425000000000005,0.5456522037143882,0.013353296695691384,0.0006432892880134057
86,11909,0.6077000000000004,0.5967857032934859,0.007947297241669482,0.0006985078106618289
87,12031,0.6766000000000001,0.5629275846135922,0.023291927729819285,0.0007613189527102351
88,12161,0.6267000000000005,0.523424463849595,0.013972517899564007,0.0006586440515488178
89,12292,0.6667000000000003,0.5560979353583274,0.021953750951229246,0.000686660748004539
90,12437,0.6311000000000004,0.5698666694908385,0.01121394994542067,0.0007171145101403731
91,12564,0.6716000000000006,0.5524515089082543,0.023825719441878623,0.0008494832288712446
92,12699,0.6282000000000003,0.5718649580622504,0.010656107726326533,0.0007486594809644407
